participant,item,theta,beta,eta,p_excl,p_inc,p_id,y,match_y_maxprob,theta_estimate,Est.Error.x,theta_lower,theta_upper,beta_estimate,Est.Error.y,beta_lower,beta_upper,n_participants,n_items,threshold_1,threshold_2,theta_covered,beta_covered,corr_theta,corr_beta,run_time
1,25,1.9188554298835587,-1.2054978916503767,0.713357538233182,0.5345221434106048,0.3268804307473746,0.13859742584202062,inc,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,-0.8561329933872459,0.24402544128050427,-1.359790440168037,-0.4026141779100167,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,26,1.9188554298835587,0.4928891015920873,2.4117445314756463,0.053508771490916325,0.21684462548584132,0.7296466030232424,id,TRUE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,0.7434909531131373,0.18744200291658208,0.37869759586164553,1.112970254159837,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,27,1.9188554298835587,-0.4278610777576182,1.4909943521259406,0.2447845451716827,0.37655683955123187,0.37865861527708544,id,TRUE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,-0.14233042384661185,0.20574845253286642,-0.5519805394244095,0.2678777882979991,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,28,1.9188554298835587,0.14136735673246487,2.0602227866160234,0.10379450248010905,0.29355146171469937,0.6026540358051916,inc,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,0.08704643374388477,0.20500710847682752,-0.3194686570784547,0.4893889549304194,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,29,1.9188554298835587,-1.2320045507707456,0.6868508791128132,0.5450438339132984,0.3221339710403024,0.13282219504639925,excl,TRUE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,-0.6848173046390367,0.23323485234936703,-1.156727930715916,-0.25232911204111436,100,50,0.8,1.8,1,0,0.971208274187214,0.9862295077726466,249.36347699165344
1,30,1.9188554298835587,-0.9287921897950991,0.9900632400884596,0.42462978756980446,0.3663819508586745,0.20898826157152106,inc,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,-0.6695871063638333,0.23424240485536146,-1.127008187541139,-0.21818668550479509,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,31,1.9188554298835587,-0.5291191319064572,1.3897362979771015,0.27768372802814517,0.38151001403631074,0.3408062579355441,excl,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,-0.5813260889073839,0.2247136346515505,-1.0155258562703768,-0.14073459968742655,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,32,1.9188554298835587,-0.22311743842380777,1.695737991459751,0.18519635730816386,0.3563229295207292,0.45848071317110695,id,TRUE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,-0.17468048672902345,0.2074276982111975,-0.5821224745368905,0.2120568110051104,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,33,1.9188554298835587,1.0454133606851328,2.9642687905686915,0.015221863249491959,0.10693568682673028,0.8778424499237778,id,TRUE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,1.1944960192620033,0.18369402719689545,0.8389773468713907,1.5542046931072722,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,34,1.9188554298835587,0.16936579939112673,2.0882212292746853,0.09883448203943072,0.2877542176446682,0.6134113003159011,excl,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,0.23462592005635344,0.1920235745698149,-0.1642820020656847,0.6044914735429281,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,35,1.9188554298835587,-1.5256626069599146,0.3931928229236441,0.657925192486719,0.2623325206129835,0.0797422869002975,inc,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,-1.5853176452541689,0.32970129027582784,-2.2472368986884956,-0.9689835647483811,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,36,1.9188554298835587,-2.109841410338631,-0.1909859804550722,0.8391537869927923,0.1376049987266249,0.02324121428058279,excl,TRUE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,-1.8064917381051402,0.3675644672457378,-2.5885009518628714,-1.1312137492992356,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,37,1.9188554298835587,1.21499911329718,3.133854543180739,0.009801669829751452,0.0813240959303961,0.9088742342398525,id,TRUE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,1.1868727066974532,0.18192579917681223,0.8286135129218133,1.5477213981436646,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,38,1.9188554298835587,-1.6458629355655892,0.27299249431796957,0.7009058118633255,0.23571461563911777,0.06337957249755677,inc,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,-1.517322308348081,0.32239190294940817,-2.1771607508325594,-0.9144186464967207,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,39,1.9188554298835587,-0.2962908263935709,1.6225646034899879,0.20537781725041448,0.365038979749187,0.42958320300039854,inc,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,0.005877816836568174,0.2022764231861525,-0.38807442345593973,0.38954546190310724,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,40,1.9188554298835587,-0.7522861617762424,1.1665692681073163,0.35697016763386846,0.3798036316094201,0.26322620075671144,excl,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,-0.6159133967252987,0.22741040216159297,-1.0854134297897908,-0.1699490846371004,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,41,1.9188554298835587,-0.28021248724865955,1.6386429426348992,0.20083485269789686,0.3632590539666664,0.43590609333543673,id,TRUE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,0.030385043229196627,0.19967247041304126,-0.3662995709202668,0.43236534193833354,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,42,1.9188554298835587,0.480287037214946,2.3991424670985046,0.05489447523657481,0.2196444670639212,0.725461057699504,inc,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,0.6327501568006894,0.18971631120827998,0.26525528758321876,0.9984036475164961,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,43,1.9188554298835587,0.29290305087496005,2.211758480758519,0.07901054371025633,0.261247684349818,0.6597417719399257,inc,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,0.5403902130478547,0.18837384314109046,0.17052129369944902,0.9071676991708953,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,44,1.9188554298835587,-0.8967741200194672,1.0220813098640915,0.4121252935763168,0.36956623184467885,0.21830847457900437,excl,TRUE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,-0.9693084670477427,0.2652956729829208,-1.4927682800850912,-0.4669998223093474,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,45,1.9188554298835587,-0.6382407330317466,1.2806146968518122,0.3153951840421235,0.38285877693382864,0.30174603902404784,inc,TRUE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,-0.19924090937352454,0.20655424776721237,-0.6111442160755705,0.202182180129993,100,50,0.8,1.8,1,0,0.971208274187214,0.9862295077726466,249.36347699165344
1,46,1.9188554298835587,0.7394675957740247,2.6583230256575834,0.03156157795576305,0.1637954812635868,0.8046429407806501,id,TRUE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,0.8463105744474041,0.1830653364359732,0.4893756547493678,1.1973956985382417,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,47,1.9188554298835587,-1.2701869176387133,0.6486685122448455,0.5601428841655891,0.3150591719133272,0.12479794392108368,inc,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,-1.2276750232774933,0.28055349876294366,-1.7743287133917656,-0.6816265774528195,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,48,1.9188554298835587,0.5527143942087444,2.471569824092303,0.04730458966347147,0.2036242074413752,0.7490712028951534,inc,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,0.6533936511948104,0.18961110337416928,0.2793328833331078,1.024417262188416,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,49,1.9188554298835587,-1.5376711750034406,0.3811842548801181,0.6623246015565901,0.2596990278996102,0.07797637054379969,excl,TRUE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,-1.6188100585437961,0.32225593316203544,-2.2868981456439643,-1.0133905697531678,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,50,1.9188554298835587,-1.3582367399205775,0.5606186899629813,0.5945950393984534,0.29780280079385624,0.10760215980769039,inc,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,-0.7680640458087067,0.24404235488958623,-1.2608108070390838,-0.2865649786682306,100,50,0.8,1.8,1,0,0.971208274187214,0.9862295077726466,249.36347699165344
2,1,-0.5743682743778119,-0.6400580659572804,-1.2144263403350923,0.9780176044028093,0.020695066987607147,0.0012873286095835823,excl,TRUE,-0.3395002135622061,0.2574163326030688,-0.8671953548408211,0.15154340483104842,-0.5659989407107912,0.22733746565495191,-1.0060103926331778,-0.12749554985484993,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
2,2,-0.5743682743778119,0.6695484931947989,0.09518021881698702,0.7595388016375314,0.1963471778254492,0.044114020537019405,excl,TRUE,-0.3395002135622061,0.2574163326030688,-0.8671953548408211,0.15154340483104842,0.7828710592480888,0.18502026767218216,0.4114756239440502,1.1460734383580657,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
2,3,-0.5743682743778119,0.21329283585972414,-0.36107543851808777,0.8771943889178018,0.10746085482321266,0.01534475625898557,excl,TRUE,-0.3395002135622061,0.2574163326030688,-0.8671953548408211,0.15154340483104842,0.5632584458013817,0.1843601395595238,0.18880480004149824,0.9263104206934663,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
2,4,-0.5743682743778119,1.3358575948397338,0.7614893204619219,0.515359741619346,0.33512407542573797,0.1495161829549161,inc,FALSE,-0.3395002135622061,0.2574163326030688,-0.8671953548408211,0.15154340483104842,1.3380713428333053,0.18233747388872665,0.9786006638257105,1.6884597280140614,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
2,5,-0.5743682743778119,0.9674514733682099,0.393083198990398,0.6579654521013043,0.26230851740134864,0.07972603049734706,excl,TRUE,-0.3395002135622061,0.2574163326030688,-0.8671953548408211,0.15154340483104842,1.1071589079894981,0.17974305299202842,0.7533647557302441,1.4623739938316285,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
2,6,-0.5743682743778119,0.3503377824277707,-0.2240304919500412,0.847089563550644,0.13142692921017618,0.0214835072391798,excl,TRUE,-0.3395002135622061,0.2574163326030688,-0.8671953548408211,0.15154340483104842,0.564596787127955,0.18737338824054042,0.20265185207192724,0.9308998702594224,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
2,7,-0.5743682743778119,2.0648020955228157,1.490433821145004,0.24496070699089129,0.3765938535115971,0.37844543949751164,inc,FALSE,-0.3395002135622061,0.2574163326030688,-0.8671953548408211,0.15154340483104842,2.201002805917823,0.18538606377660988,1.8458645138819603,2.5622750995000727,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
2,8,-0.5743682743778119,0.8343510523569465,0.2599827779791346,0.7054074222195038,0.2328145000183358,0.06177807776216038,id,FALSE,-0.3395002135622061,0.2574163326030688,-0.8671953548408211,0.15154340483104842,0.9597599820113106,0.18262948128238676,0.6147024535504095,1.3145853124061144,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
2,9,-0.5743682743778119,-0.03849215418380041,-0.6128604285616123,0.9211516168800218,0.07093444345794853,0.00791393966202969,excl,TRUE,-0.3395002135622061,0.2574163326030688,-0.8671953548408211,0.15154340483104842,0.28613489517550017,0.19497101334129233,-0.09921409557634951,0.6597803703702853,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
2,10,-0.5743682743778119,-0.056275067141318184,-0.63064334151913,0.9237337704381413,0.06873020811069819,0.007536021451160502,excl,TRUE,-0.3395002135622061,0.2574163326030688,-0.8671953548408211,0.15154340483104842,0.1118140117343248,0.2002697862634232,-0.2789823590871109,0.5036078042645454,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
2,11,-0.5743682743778119,0.96953942286197,0.39517114848415813,0.6571983401893342,0.262765571057365,0.08003608875330082,excl,TRUE,-0.3395002135622061,0.2574163326030688,-0.8671953548408211,0.15154340483104842,1.1583650407017785,0.17786464529020524,0.8232371579382793,1.506088774432014,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
2,12,-0.5743682743778119,0.7470963365154419,0.17272806213763003,0.7347595025563791,0.21340081988626702,0.05183967755735386,excl,TRUE,-0.3395002135622061,0.2574163326030688,-0.8671953548408211,0.15154340483104842,0.928200139047987,0.18407902407077653,0.5665433417187993,1.2777712947741562,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
2,13,-0.5743682743778119,-0.0857557412442381,-0.66012401562205,0.9278720032889368,0.06518354603700194,0.006944450674061242,excl,TRUE,-0.3395002135622061,0.2574163326030688,-0.8671953548408211,0.15154340483104842,0.03619280815254816,0.20571259514465887,-0.3724143488852123,0.4370760168255187,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
2,14,-0.5743682743778119,0.11231049486747566,-0.4620577795103362,0.8965360019392795,0.09161708121565115,0.011846916845069333,excl,TRUE,-0.3395002135622061,0.2574163326030688,-0.8671953548408211,0.15154340483104842,0.13949784696921783,0.19989885224320358,-0.24376935552543358,0.5283714106579315,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
2,15,-0.5743682743778119,-0.7076680801663761,-1.282036354544188,0.9813304254098256,0.01764162595466401,0.0010279486355103673,excl,TRUE,-0.3395002135622061,0.2574163326030688,-0.8671953548408211,0.15154340483104842,-0.42641002546137924,0.21927904277514082,-0.8491974616124868,-0.002947423721761333,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
2,16,-0.5743682743778119,-0.7045683399144089,-1.278936614292221,0.981188411587856,0.017772884032257186,0.0010387043798868456,excl,TRUE,-0.3395002135622061,0.2574163326030688,-0.8671953548408211,0.15154340483104842,-0.5593551617589457,0.23626100194568553,-1.0376042238634242,-0.10213987547236636,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
2,17,-0.5743682743778119,-0.7149964993543882,-1.2893647737322,0.9816625501594476,0.017334524862061995,0.001002924978490416,excl,TRUE,-0.3395002135622061,0.2574163326030688,-0.8671953548408211,0.15154340483104842,-0.4064033821653054,0.2217715250567575,-0.8506743367537494,0.02820468150303119,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
2,18,-0.5743682743778119,-0.32644284523660827,-0.9008111196144202,0.9555107697137891,0.04103069985790553,0.003458530428305351,excl,TRUE,-0.3395002135622061,0.2574163326030688,-0.8671953548408211,0.15154340483104842,-0.29817088029019284,0.21798070707326583,-0.7387106506126297,0.11160143715489015,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
2,19,-0.5743682743778119,-0.26593667556528056,-0.8403049499430925,0.9495291115292294,0.046329315611891575,0.004141572858879061,excl,TRUE,-0.3395002135622061,0.2574163326030688,-0.8671953548408211,0.15154340483104842,0.038391154164342606,0.19932699900761805,-0.3563007525681932,0.42786486893843256,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
2,20,-0.5743682743778119,-0.17687948137386755,-0.7512477557516795,0.939578839171279,0.055054261246332836,0.005366899582388118,excl,TRUE,-0.3395002135622061,0.2574163326030688,-0.8671953548408211,0.15154340483104842,0.04187296427462285,0.19273594391679427,-0.338356069596117,0.4112093648831616,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
2,21,-0.5743682743778119,-1.393227391527011,-1.967595665904823,0.997176426559759,0.002741159748150146,8.241369209083249e-5,excl,TRUE,-0.3395002135622061,0.2574163326030688,-0.8671953548408211,0.15154340483104842,-1.3720652834262927,0.30304752719715516,-1.999368417305805,-0.8069075944566134,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
2,22,-0.5743682743778119,0.29320501675482896,-0.28116325762298294,0.8601877506053571,0.121102766706223,0.018709482688419876,excl,TRUE,-0.3395002135622061,0.2574163326030688,-0.8671953548408211,0.15154340483104842,0.4809013650832801,0.18796533798637716,0.11300812584635704,0.8487286181456465,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
2,23,-0.5743682743778119,-1.7813639269947876,-2.3557322013725996,0.9991995211117765,7.842665160625595e-4,1.6212372160984145e-5,excl,TRUE,-0.3395002135622061,0.2574163326030688,-0.8671953548408211,0.15154340483104842,-1.5137559300316028,0.31554778400146277,-2.1520404818238568,-0.9391706177851961,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
2,24,-0.5743682743778119,1.0146802406854778,0.4403119663076659,0.6404597791584661,0.2725758876188785,0.0869643332226554,inc,FALSE,-0.3395002135622061,0.2574163326030688,-0.8671953548408211,0.15154340483104842,0.9686886725992598,0.18322998708965688,0.6179675042449431,1.3236010868941521,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
2,25,-0.5743682743778119,-1.2054978916503767,-1.7798661660281887,0.9950580694021111,0.004770045483624918,1.7188511426402542e-4,excl,TRUE,-0.3395002135622061,0.2574163326030688,-0.8671953548408211,0.15154340483104842,-0.8561329933872459,0.24402544128050427,-1.359790440168037,-0.4026141779100167,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
