AnonId,PacketId,Mating,LPIP-01_LATVAL,LPIP-02_SUITAFIS,LPIP-03_EXEMVAL,LPIP-04_CONC,LPIP-05_INCCAT,LPIP-06_BORDERID,LPIP-07_BORDEREX,LPIP-08_EXBASIS,LPIP-09_DIFFCLTY,LPIP-10_LIMIT,LPIP-11_REPQUAL,LPIP-12_SUBPROC,LPIP-13_COMM
AAB,LBBIP_278,N,A_OFVAL,B_NO,A_OFVAL,B_INC,C_INCSIM,,,,D_DIFF,D_DISTORT,C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_287,N,A_OFVAL,B_NO,A_OFVAL,B_INC,C_INCSIM,,,,C_MOD,A_AREA,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_302,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,C_MOD,"D_DISTORT,H_OTH",A_YES,A_YES,
AAB,LBBIP_337,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,C_MOD,,C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_339,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,A_CLASS,A_VEASY,,B_SOMEHIGH,A_YES,
AAB,LBBIP_341,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,B_EASY,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_342,N,C_NOVAL,,,,,,,,,,C_SOMELOW,B_SOMEWHAT,I don't know what happened but it wouldn't let me proceed with no value.  I would have called this latent no value.
AAB,LBBIP_347,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,B_BORDER,B_MINUTIAE,C_MOD,E_BGSUBINTER,C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_348,M,A_OFVAL,A_YES,A_OFVAL,C_ID,,A_NOBORDER,,,A_VEASY,,C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_349,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,C_MOD,,A_YES,A_YES,
AAB,LBBIP_353,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,A_CLASS,B_EASY,,C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_373,N,A_OFVAL,B_NO,A_OFVAL,A_EX,,,B_BORDER,B_MINUTIAE,D_DIFF,A_AREA,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_402,M,A_OFVAL,B_NO,A_OFVAL,C_ID,,A_NOBORDER,,,C_MOD,A_AREA,A_YES,A_YES,
AAB,LBBIP_416,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,B_EASY,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_434,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,A_CLASS,B_EASY,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_441,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,C_MOD,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_443,M,A_OFVAL,A_YES,A_OFVAL,C_ID,,A_NOBORDER,,,A_VEASY,,B_SOMEHIGH,A_YES,
AAB,LBBIP_453,M,A_OFVAL,A_YES,A_OFVAL,C_ID,,A_NOBORDER,,,C_MOD,"C_QUAL,D_DISTORT",C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_456,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,B_EASY,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_458,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,C_MOD,"F_PROCINTER,H_OTH",C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_474,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,C_MOD,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_483,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,C_MOD,C_QUAL,C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_494,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,C_MOD,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_497,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,C_MOD,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_523,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,C_MOD,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_528,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,C_MOD,,C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_529,N,A_OFVAL,B_NO,A_OFVAL,A_EX,,,B_BORDER,B_MINUTIAE,D_DIFF,D_DISTORT,C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_555,M,A_OFVAL,A_YES,A_OFVAL,C_ID,,A_NOBORDER,,,C_MOD,E_BGSUBINTER,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_576,M,A_OFVAL,A_YES,A_OFVAL,C_ID,,A_NOBORDER,,,B_EASY,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_578,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,C_MOD,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_582,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,C_MOD,"E_BGSUBINTER,F_PROCINTER,H_OTH",A_YES,A_YES,
AAB,LBBIP_598,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,A_CLASS,A_VEASY,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_600,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,B_EASY,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_613,N,A_OFVAL,A_YES,A_OFVAL,B_INC,A_INCDIFF,,,,C_MOD,A_AREA,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_624,M,A_OFVAL,B_NO,A_OFVAL,C_ID,,B_BORDER,,,C_MOD,,C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_629,M,A_OFVAL,A_YES,A_OFVAL,C_ID,,A_NOBORDER,,,C_MOD,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_634,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,B_BORDER,B_MINUTIAE,D_DIFF,"F_PROCINTER,H_OTH",A_YES,A_YES,
AAB,LBBIP_640,N,A_OFVAL,B_NO,A_OFVAL,A_EX,,,A_NOBORDER,A_CLASS,B_EASY,,C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_650,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,B_EASY,,B_SOMEHIGH,A_YES,
AAB,LBBIP_662,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,B_EASY,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_671,N,C_NOVAL,,,,,,,,,,C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_673,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,C_MOD,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_678,N,C_NOVAL,,,,,,,,,,C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_680,M,A_OFVAL,A_YES,A_OFVAL,B_INC,C_INCSIM,,,,C_MOD,"D_DISTORT,G_SUPERIMP",C_SOMELOW,B_SOMEWHAT,Numerous impressions in the latent
AAB,LBBIP_692,N,A_OFVAL,B_NO,A_OFVAL,A_EX,,,A_NOBORDER,A_CLASS,B_EASY,,C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_700,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,A_CLASS,B_EASY,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_706,N,A_OFVAL,A_YES,A_OFVAL,B_INC,C_INCSIM,,,,D_DIFF,"E_BGSUBINTER,F_PROCINTER",C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_712,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,C_MOD,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_734,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,C_MOD,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_738,N,A_OFVAL,A_YES,A_OFVAL,B_INC,C_INCSIM,,,,C_MOD,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_744,N,A_OFVAL,B_NO,A_OFVAL,A_EX,,,B_BORDER,B_MINUTIAE,D_DIFF,"B_FEATURES,F_PROCINTER",C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_755,M,A_OFVAL,A_YES,A_OFVAL,C_ID,,A_NOBORDER,,,B_EASY,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_803,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,A_CLASS,A_VEASY,,C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_811,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,B_BORDER,B_MINUTIAE,D_DIFF,A_AREA,C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_813,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,B_BORDER,B_MINUTIAE,C_MOD,D_DISTORT,C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_820,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,B_EASY,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_836,M,A_OFVAL,A_YES,A_OFVAL,C_ID,,B_BORDER,,,C_MOD,F_PROCINTER,C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_844,N,A_OFVAL,B_NO,A_OFVAL,A_EX,,,A_NOBORDER,A_CLASS,B_EASY,,C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_845,M,A_OFVAL,A_YES,A_OFVAL,C_ID,,A_NOBORDER,,,B_EASY,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_854,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,A_CLASS,A_VEASY,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_899,N,A_OFVAL,B_NO,A_OFVAL,A_EX,,,A_NOBORDER,A_CLASS,B_EASY,"D_DISTORT,E_BGSUBINTER,H_OTH",C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_901,M,C_NOVAL,,,,,,,,,,C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_907,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,B_EASY,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_914,N,C_NOVAL,,,,,,,,,,C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_919,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,A_CLASS,A_VEASY,,C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_920,M,A_OFVAL,B_NO,A_OFVAL,A_EX,,,B_BORDER,B_MINUTIAE,D_DIFF,"A_AREA,B_FEATURES",C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_930,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,B_EASY,,A_YES,A_YES,
AAB,LBBIP_938,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,A_CLASS,C_MOD,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_945,N,A_OFVAL,B_NO,A_OFVAL,A_EX,,,B_BORDER,B_MINUTIAE,D_DIFF,"B_FEATURES,D_DISTORT",C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_954,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,C_MOD,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_955,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,B_EASY,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_959,M,A_OFVAL,A_YES,A_OFVAL,C_ID,,A_NOBORDER,,,C_MOD,,B_SOMEHIGH,A_YES,
AAB,LBBIP_966,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,B_BORDER,B_MINUTIAE,D_DIFF,D_DISTORT,C_SOMELOW,B_SOMEWHAT,
AAB,LBBIP_976,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,C_MOD,,B_SOMEHIGH,B_SOMEWHAT,
AAB,LBBIP_977,N,A_OFVAL,A_YES,A_OFVAL,B_INC,A_INCDIFF,,,,C_MOD,,A_YES,A_YES,
AAD,LBBIP_110,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,B_EASY,,A_YES,A_YES,
AAD,LBBIP_114,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,B_EASY,,A_YES,A_YES,
AAD,LBBIP_117,M,B_LIMVAL,B_NO,A_OFVAL,B_INC,C_INCSIM,,,,E_VDIFF,D_DISTORT,A_YES,A_YES,Needed the known to be recorded higher up. Too many what ifs.
AAD,LBBIP_129,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,B_EASY,,A_YES,A_YES,
AAD,LBBIP_141,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,A_VEASY,,A_YES,A_YES,
AAD,LBBIP_146,N,A_OFVAL,B_NO,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,B_EASY,,A_YES,A_YES,
AAD,LBBIP_152,M,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,C_MOD,A_AREA,A_YES,A_YES,Would liked to have more of the known area on the far left side
AAD,LBBIP_184,N,B_LIMVAL,B_NO,A_OFVAL,B_INC,B_INC,,,,D_DIFF,"C_QUAL,G_SUPERIMP",C_SOMELOW,A_YES,
AAD,LBBIP_192,M,A_OFVAL,A_YES,A_OFVAL,C_ID,,A_NOBORDER,,,C_MOD,,A_YES,A_YES,
AAD,LBBIP_195,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,A_VEASY,,A_YES,A_YES,
AAD,LBBIP_214,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,B_EASY,,B_SOMEHIGH,A_YES,
AAD,LBBIP_218,N,C_NOVAL,,,,,,,,,,A_YES,A_YES,
AAD,LBBIP_224,M,A_OFVAL,A_YES,A_OFVAL,C_ID,,A_NOBORDER,,,B_EASY,,A_YES,A_YES,
AAD,LBBIP_236,M,A_OFVAL,A_YES,A_OFVAL,C_ID,,A_NOBORDER,,,C_MOD,C_QUAL,A_YES,A_YES,
AAD,LBBIP_245,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,A_CLASS,A_VEASY,,A_YES,A_YES,
AAD,LBBIP_269,M,B_LIMVAL,B_NO,A_OFVAL,B_INC,C_INCSIM,,,,D_DIFF,"B_FEATURES,D_DISTORT",C_SOMELOW,A_YES,"Appear to be same source, can see some correspondence on the top half but there is way to much pressure."
AAD,LBBIP_277,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,B_EASY,,A_YES,A_YES,
AAD,LBBIP_280,M,A_OFVAL,A_YES,A_OFVAL,C_ID,,A_NOBORDER,,,B_EASY,,A_YES,A_YES,
AAD,LBBIP_291,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,B_BORDER,B_MINUTIAE,D_DIFF,C_QUAL,A_YES,A_YES,
AAD,LBBIP_325,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,B_EASY,,A_YES,A_YES,
AAD,LBBIP_335,N,C_NOVAL,,,,,,,,,,A_YES,A_YES,
AAD,LBBIP_406,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,B_EASY,,A_YES,A_YES,
AAD,LBBIP_407,N,C_NOVAL,,,,,,,,,,A_YES,A_YES,
AAD,LBBIP_440,N,A_OFVAL,B_NO,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,D_DIFF,F_PROCINTER,C_SOMELOW,A_YES,Ninhydrin prints are a pain.
AAD,LBBIP_448,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,A_CLASS,A_VEASY,,A_YES,A_YES,
AAD,LBBIP_457,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,D_DIFF,"C_QUAL,D_DISTORT",A_YES,A_YES,
AAD,LBBIP_459,N,B_LIMVAL,B_NO,A_OFVAL,A_EX,,,A_NOBORDER,A_CLASS,A_VEASY,,A_YES,A_YES,
AAD,LBBIP_463,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,B_EASY,,A_YES,A_YES,Good latent and good known. Core to delta distance is off plus continuous ridges in latent and ending ridges in known at 10:00 from core prove exclusion.
AAD,LBBIP_478,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,B_EASY,,A_YES,A_YES,"Ridge flow, level 1 did not correspond, but I still check for level 2"
AAD,LBBIP_484,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,C_MOD,F_PROCINTER,A_YES,A_YES,
AAD,LBBIP_486,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,C_MOD,,A_YES,A_YES,
AAD,LBBIP_499,M,A_OFVAL,A_YES,A_OFVAL,C_ID,,A_NOBORDER,,,B_EASY,D_DISTORT,A_YES,A_YES,
AAD,LBBIP_512,N,A_OFVAL,B_NO,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,C_MOD,,A_YES,A_YES,
AAD,LBBIP_545,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,B_BORDER,B_MINUTIAE,D_DIFF,D_DISTORT,A_YES,A_YES,
AAD,LBBIP_546,N,B_LIMVAL,B_NO,A_OFVAL,A_EX,,,A_NOBORDER,A_CLASS,A_VEASY,,A_YES,A_YES,
AAD,LBBIP_552,N,A_OFVAL,B_NO,A_OFVAL,A_EX,,,A_NOBORDER,A_CLASS,A_VEASY,,A_YES,A_YES,
AAD,LBBIP_560,N,A_OFVAL,B_NO,A_OFVAL,A_EX,,,B_BORDER,B_MINUTIAE,D_DIFF,D_DISTORT,C_SOMELOW,A_YES,"This was difficult because of the lack of clarity in the latent. This one had more ""ifs"" in it."
AAD,LBBIP_563,N,C_NOVAL,,,,,,,,,,A_YES,A_YES,
AAD,LBBIP_564,N,C_NOVAL,,,,,,,,,,A_YES,A_YES,
AAD,LBBIP_569,N,B_LIMVAL,B_NO,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,D_DIFF,"A_AREA,B_FEATURES",C_SOMELOW,A_YES,I based my opinion of possibility of exclusion on third level detail on left side of latent. I am not seeing corresponding third level in known. There is not enough to id on level 2 only. But the third level dots and incipients are really nice.
AAD,LBBIP_570,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,B_EASY,,A_YES,A_YES,
AAD,LBBIP_598,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,A_CLASS,A_VEASY,,A_YES,A_YES,
AAD,LBBIP_611,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,A_VEASY,,A_YES,A_YES,
AAD,LBBIP_612,N,C_NOVAL,,,,,,,,,,A_YES,A_YES,
AAD,LBBIP_618,N,B_LIMVAL,B_NO,A_OFVAL,A_EX,,,A_NOBORDER,A_CLASS,B_EASY,D_DISTORT,C_SOMELOW,B_SOMEWHAT,"Level one is off, left slope versus right slope. Would be easier to look at if could lighten the latent."
AAD,LBBIP_653,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,C_MOD,,A_YES,A_YES,
AAD,LBBIP_661,N,C_NOVAL,,,,,,,,,,A_YES,A_YES,
AAD,LBBIP_665,M,B_LIMVAL,B_NO,A_OFVAL,B_INC,C_INCSIM,,,,D_DIFF,"C_QUAL,D_DISTORT",A_YES,A_YES,
AAD,LBBIP_668,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,C_MOD,,A_YES,A_YES,
AAD,LBBIP_671,N,C_NOVAL,,,,,,,,,,A_YES,A_YES,
AAD,LBBIP_674,N,A_OFVAL,B_NO,A_OFVAL,A_EX,,,B_BORDER,B_MINUTIAE,D_DIFF,"B_FEATURES,E_BGSUBINTER",A_YES,A_YES,
AAD,LBBIP_678,N,C_NOVAL,,,,,,,,,,C_SOMELOW,A_YES,
AAD,LBBIP_682,N,A_OFVAL,B_NO,A_OFVAL,A_EX,,,A_NOBORDER,A_CLASS,A_VEASY,,A_YES,A_YES,
AAD,LBBIP_699,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,B_EASY,,A_YES,A_YES,
AAD,LBBIP_714,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,C_MOD,D_DISTORT,A_YES,A_YES,
AAD,LBBIP_720,N,C_NOVAL,,,,,,,,,,A_YES,A_YES,
AAD,LBBIP_734,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,B_EASY,,A_YES,A_YES,
AAD,LBBIP_740,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,A_VEASY,,B_SOMEHIGH,A_YES,
AAD,LBBIP_761,M,A_OFVAL,B_NO,A_OFVAL,B_INC,C_INCSIM,,,,D_DIFF,"D_DISTORT,E_BGSUBINTER",A_YES,A_YES,
AAD,LBBIP_818,N,C_NOVAL,,,,,,,,,,A_YES,B_SOMEWHAT,
AAD,LBBIP_844,N,A_OFVAL,B_NO,A_OFVAL,A_EX,,,A_NOBORDER,A_CLASS,A_VEASY,,A_YES,A_YES,
AAD,LBBIP_872,N,C_NOVAL,,,,,,,,,,A_YES,A_YES,
AAD,LBBIP_875,M,A_OFVAL,A_YES,A_OFVAL,C_ID,,B_BORDER,,,D_DIFF,"C_QUAL,E_BGSUBINTER",A_YES,A_YES,
AAD,LBBIP_892,N,A_OFVAL,B_NO,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,A_VEASY,,A_YES,A_YES,
AAD,LBBIP_914,N,C_NOVAL,,,,,,,,,,A_YES,A_YES,
AAD,LBBIP_916,M,A_OFVAL,A_YES,A_OFVAL,C_ID,,A_NOBORDER,,,A_VEASY,,A_YES,A_YES,
AAD,LBBIP_923,M,B_LIMVAL,B_NO,A_OFVAL,B_INC,C_INCSIM,,,,D_DIFF,"D_DISTORT,E_BGSUBINTER",A_YES,A_YES,
AAD,LBBIP_927,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,D_DIFF,E_BGSUBINTER,A_YES,A_YES,"The minutiae on the left and right side of the initially looks good, but then falls apart. The minutiae above the core is not corresponding."
AAD,LBBIP_932,N,C_NOVAL,,,,,,,,,,A_YES,A_YES,
AAD,LBBIP_961,M,A_OFVAL,A_YES,A_OFVAL,C_ID,,A_NOBORDER,,,B_EASY,,A_YES,A_YES,
AAD,LBBIP_976,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,B_EASY,,A_YES,A_YES,
AAD,LBBIP_983,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,C_MOD,E_BGSUBINTER,A_YES,A_YES,
AAF,LBBIP_107,M,A_OFVAL,A_YES,A_OFVAL,C_ID,,A_NOBORDER,,,B_EASY,,B_SOMEHIGH,A_YES,
AAF,LBBIP_123,N,A_OFVAL,A_YES,A_OFVAL,A_EX,,,A_NOBORDER,B_MINUTIAE,A_VEASY,,B_SOMEHIGH,A_YES,
